batch,source_file,source_line,original_row_index,match_input,normalized_match_input,status,match_count,replacement_input,duplicate_target_within_batches
004,data/curation/rewrite_batches/firm_rewrite_batch_004_rows_0091_0120.jsonl,19,109,What is the typical detectivity D* for a high-performance HgCdTe photodiode at 77 K?,What is the typical detectivity D* for a high-performance HgCdTe photodiode at 77 K?,APPLIED,1,How should typical D* values for high-performance HgCdTe photodiodes at 77 K be discussed?,False
004,data/curation/rewrite_batches/firm_rewrite_batch_004_rows_0091_0120.jsonl,20,110,Explain how compositional grading is used to reduce surface recombination in HgCdTe.,Explain how compositional grading is used to reduce surface recombination in HgCdTe.,APPLIED,1,Explain how compositional grading can reduce surface recombination in HgCdTe devices.,False
004,data/curation/rewrite_batches/firm_rewrite_batch_004_rows_0091_0120.jsonl,21,111,What is the primary material constraint for growing HgCdTe on GaAs substrates?,What is the primary material constraint for growing HgCdTe on GaAs substrates?,APPLIED,1,What material constraints matter when growing HgCdTe on GaAs substrates?,False
004,data/curation/rewrite_batches/firm_rewrite_batch_004_rows_0091_0120.jsonl,22,112,What determines the absorption depth for IR light in HgCdTe?,What determines the absorption depth for IR light in HgCdTe?,APPLIED,1,What determines absorption depth for infrared light in HgCdTe?,False
004,data/curation/rewrite_batches/firm_rewrite_batch_004_rows_0091_0120.jsonl,23,113,What are the limits of operation temperature for uncooled microbolometers?,What are the limits of operation temperature for uncooled microbolometers?,APPLIED,1,What limits operating temperature range in uncooled microbolometers?,False
004,data/curation/rewrite_batches/firm_rewrite_batch_004_rows_0091_0120.jsonl,24,114,How is pixel operability defined in IR focal plane arrays?,How is pixel operability defined in IR focal plane arrays?,APPLIED,1,How is pixel operability defined in infrared focal plane arrays?,False
004,data/curation/rewrite_batches/firm_rewrite_batch_004_rows_0091_0120.jsonl,25,115,List key tradeoffs in designing dual-band HgCdTe detectors.,List key tradeoffs in designing dual-band HgCdTe detectors.,APPLIED,1,List key tradeoffs in designing dual-band HgCdTe detectors.,False
004,data/curation/rewrite_batches/firm_rewrite_batch_004_rows_0091_0120.jsonl,26,116,What limits the maximum bias voltage in HgCdTe photoconductors?,What limits the maximum bias voltage in HgCdTe photoconductors?,APPLIED,1,What limits maximum bias voltage in HgCdTe photoconductors?,False
004,data/curation/rewrite_batches/firm_rewrite_batch_004_rows_0091_0120.jsonl,27,117,Explain the role of the cold finger in LN₂-cooled detector systems.,Explain the role of the cold finger in LN₂-cooled detector systems.,APPLIED,1,Explain the role of the cold finger in LN2-cooled infrared detector systems.,False
004,data/curation/rewrite_batches/firm_rewrite_batch_004_rows_0091_0120.jsonl,28,118,What is the ideal value of sheet resistance for IR detector layers?,What is the ideal value of sheet resistance for IR detector layers?,APPLIED,1,How should sheet resistance targets be chosen for infrared detector layers?,False
004,data/curation/rewrite_batches/firm_rewrite_batch_004_rows_0091_0120.jsonl,29,119,List causes of increased noise after passivation of HgCdTe detectors.,List causes of increased noise after passivation of HgCdTe detectors.,APPLIED,1,List causes of increased noise after HgCdTe passivation and how to diagnose them.,False
004,data/curation/rewrite_batches/firm_rewrite_batch_004_rows_0091_0120.jsonl,30,120,What is the optimal detector thickness for complete absorption at 10 µm in HgCdTe?,What is the optimal detector thickness for complete absorption at 10 µm in HgCdTe?,APPLIED,1,How should detector thickness be chosen for absorption near 10 micrometers in HgCdTe?,False
005,data/curation/rewrite_batches/firm_rewrite_batch_005_rows_0121_0150.jsonl,1,121,Why is uniform chalcogen stoichiometry critical in HgCdTe?,Why is uniform chalcogen stoichiometry critical in HgCdTe?,APPLIED,1,Why is uniform chalcogen stoichiometry critical in HgCdTe material and detector performance?,False
005,data/curation/rewrite_batches/firm_rewrite_batch_005_rows_0121_0150.jsonl,2,122,What are the thermal mass constraints for fast detector cooling cycles?,What are the thermal mass constraints for fast detector cooling cycles?,APPLIED,1,What thermal-mass constraints matter for fast cooling of infrared detector modules?,False
005,data/curation/rewrite_batches/firm_rewrite_batch_005_rows_0121_0150.jsonl,3,123,Explain how interconnect parasitics affect high-speed IR detector arrays.,Explain how interconnect parasitics affect high-speed IR detector arrays.,APPLIED,1,Explain how interconnect parasitics affect high-speed infrared detector arrays.,False
005,data/curation/rewrite_batches/firm_rewrite_batch_005_rows_0121_0150.jsonl,4,124,What is the effect of doping on minority carrier diffusion length?,What is the effect of doping on minority carrier diffusion length?,APPLIED,1,What is the effect of doping on minority-carrier diffusion length in narrow-gap infrared semiconductors?,False
005,data/curation/rewrite_batches/firm_rewrite_batch_005_rows_0121_0150.jsonl,5,125,List advantages of substrate thinning in back-illuminated IR detectors.,List advantages of substrate thinning in back-illuminated IR detectors.,APPLIED,1,List advantages and risks of substrate thinning in back-illuminated infrared detectors.,False
005,data/curation/rewrite_batches/firm_rewrite_batch_005_rows_0121_0150.jsonl,6,126,What is the typical surface recombination velocity for unpassivated HgCdTe?,What is the typical surface recombination velocity for unpassivated HgCdTe?,APPLIED,1,How should surface recombination velocity for unpassivated HgCdTe be discussed?,False
005,data/curation/rewrite_batches/firm_rewrite_batch_005_rows_0121_0150.jsonl,7,127,Explain how low-frequency noise can be extracted from IR detectors.,Explain how low-frequency noise can be extracted from IR detectors.,APPLIED,1,Explain how low-frequency noise should be extracted from infrared detectors.,False
005,data/curation/rewrite_batches/firm_rewrite_batch_005_rows_0121_0150.jsonl,8,128,Why does Te-rich melt result in lower material quality during LPE of HgCdTe?,Why does Te-rich melt result in lower material quality during LPE of HgCdTe?,APPLIED,1,Why can Te-rich melt conditions reduce material quality during HgCdTe LPE?,False
005,data/curation/rewrite_batches/firm_rewrite_batch_005_rows_0121_0150.jsonl,9,129,What determines the Nyquist limit in infrared imaging systems?,What determines the Nyquist limit in infrared imaging systems?,APPLIED,1,What determines the Nyquist limit in infrared imaging systems?,False
005,data/curation/rewrite_batches/firm_rewrite_batch_005_rows_0121_0150.jsonl,10,130,What is the purpose of a guard ring in HgCdTe photodiodes?,What is the purpose of a guard ring in HgCdTe photodiodes?,APPLIED,1,What is the purpose of a guard ring in HgCdTe photodiodes?,False
005,data/curation/rewrite_batches/firm_rewrite_batch_005_rows_0121_0150.jsonl,11,131,What is the breakdown field strength in high-purity HgCdTe at 77 K?,What is the breakdown field strength in high-purity HgCdTe at 77 K?,APPLIED,1,How should breakdown field strength in HgCdTe be discussed?,False
005,data/curation/rewrite_batches/firm_rewrite_batch_005_rows_0121_0150.jsonl,12,132,Describe the behavior of diffusion length vs temperature in narrow-gap semiconductors.,Describe the behavior of diffusion length vs temperature in narrow-gap semiconductors.,APPLIED,1,Describe how minority-carrier diffusion length varies with temperature in narrow-gap semiconductors.,False
005,data/curation/rewrite_batches/firm_rewrite_batch_005_rows_0121_0150.jsonl,13,133,How is thermal response time measured in a microbolometer?,How is thermal response time measured in a microbolometer?,APPLIED,1,How is thermal response time measured in a microbolometer?,False
005,data/curation/rewrite_batches/firm_rewrite_batch_005_rows_0121_0150.jsonl,14,134,List the primary sources of emissivity error in radiometric IR systems.,List the primary sources of emissivity error in radiometric IR systems.,APPLIED,1,List the primary sources of emissivity error in radiometric infrared systems.,False
005,data/curation/rewrite_batches/firm_rewrite_batch_005_rows_0121_0150.jsonl,15,135,Why does bias reversal reduce 1/f noise in photoconductors?,Why does bias reversal reduce 1/f noise in photoconductors?,APPLIED,1,Why can bias reversal or bias modulation reduce low-frequency noise in photoconductors?,False
005,data/curation/rewrite_batches/firm_rewrite_batch_005_rows_0121_0150.jsonl,16,136,How do Hg vacancies affect LPE-grown HgCdTe photoconductors?,How do Hg vacancies affect LPE-grown HgCdTe photoconductors?,APPLIED,1,How do Hg vacancies affect LPE-grown HgCdTe photoconductors?,False
005,data/curation/rewrite_batches/firm_rewrite_batch_005_rows_0121_0150.jsonl,17,137,What role do dislocations play in LPE HgCdTe photoconductors?,What role do dislocations play in LPE HgCdTe photoconductors?,APPLIED,1,What role do dislocations play in LPE HgCdTe photoconductors?,False
005,data/curation/rewrite_batches/firm_rewrite_batch_005_rows_0121_0150.jsonl,18,138,Why is dual-layer passivation used in HgCdTe photoconductors?,Why is dual-layer passivation used in HgCdTe photoconductors?,APPLIED,1,Why is dual-layer passivation used in HgCdTe photoconductors?,False
005,data/curation/rewrite_batches/firm_rewrite_batch_005_rows_0121_0150.jsonl,19,139,How does Hg-rich annealing improve LPE HgCdTe?,How does Hg-rich annealing improve LPE HgCdTe?,APPLIED,1,"How can Hg-rich annealing improve LPE HgCdTe, and what measurements should confirm it?",False
005,data/curation/rewrite_batches/firm_rewrite_batch_005_rows_0121_0150.jsonl,20,140,What happens with poor stoichiometry in LPE HgCdTe growth?,What happens with poor stoichiometry in LPE HgCdTe growth?,APPLIED,1,What happens when stoichiometry is poorly controlled in LPE HgCdTe growth?,False
005,data/curation/rewrite_batches/firm_rewrite_batch_005_rows_0121_0150.jsonl,21,141,Why is uniformity critical in LPE HgCdTe photoconductors?,Why is uniformity critical in LPE HgCdTe photoconductors?,APPLIED,1,Why is uniformity critical in LPE HgCdTe photoconductors?,False
005,data/curation/rewrite_batches/firm_rewrite_batch_005_rows_0121_0150.jsonl,22,142,How is low-resistance ohmic contact achieved on HgCdTe?,How is low-resistance ohmic contact achieved on HgCdTe?,APPLIED,1,"How is low-resistance ohmic contact achieved on HgCdTe, and how should it be verified?",False
005,data/curation/rewrite_batches/firm_rewrite_batch_005_rows_0121_0150.jsonl,23,143,What failures arise from thermal cycling in IR modules?,What failures arise from thermal cycling in IR modules?,APPLIED,1,What failures arise from thermal cycling in infrared detector modules?,False
005,data/curation/rewrite_batches/firm_rewrite_batch_005_rows_0121_0150.jsonl,24,144,How do second-phase inclusions affect HgCdTe photoconductors?,How do second-phase inclusions affect HgCdTe photoconductors?,APPLIED,1,How do second-phase inclusions affect HgCdTe photoconductors?,False
005,data/curation/rewrite_batches/firm_rewrite_batch_005_rows_0121_0150.jsonl,25,145,"What causes hillocks, terracing, or ripples in LPE HgCdTe?","What causes hillocks, terracing, or ripples in LPE HgCdTe?",APPLIED,1,"What causes hillocks, terracing, or ripples in LPE HgCdTe, and why do they matter?",False
005,data/curation/rewrite_batches/firm_rewrite_batch_005_rows_0121_0150.jsonl,26,146,Why are Te-rich LPE melts avoided in HgCdTe growth?,Why are Te-rich LPE melts avoided in HgCdTe growth?,APPLIED,1,Why are Te-rich LPE melts often avoided in HgCdTe growth?,False
005,data/curation/rewrite_batches/firm_rewrite_batch_005_rows_0121_0150.jsonl,27,147,How does passivation plasma damage degrade IR detector performance?,How does passivation plasma damage degrade IR detector performance?,APPLIED,1,How can plasma damage during passivation degrade infrared detector performance?,False
